1, 2
1, 3
1, 4
1, 5
1, 6
1, 7
1, 8
1, 9
1, 10
1, 11
1, 12
1, 13
1, 14
1, 15
1, 16
1, 17
1, 18
1, 19
1, 20
1, 21
2, 22
3, 23
3, 24
3, 25
4, 26
4, 27
4, 28
4, 29
4, 30
4, 31
4, 32
4, 33
4, 34
4, 35
4, 36
4, 37
4, 38
4, 39
4, 40
4, 41
4, 42
4, 43
4, 44
4, 45
46, 5
47, 5
48, 5
49, 5
50, 5
51, 5
52, 5
6, 53
6, 54
55, 7
7, 56
7, 57
7, 58
7, 59
7, 60
7, 61
7, 62
7, 63
7, 64
7, 65
7, 66
7, 67
7, 68
7, 69
7, 70
71, 7
7, 72
7, 73
7, 74
8, 75
76, 8
8, 76
8, 77
8, 78
8, 79
8, 80
8, 81
8, 82
8, 83
8, 84
8, 85
8, 86
8, 87
8, 88
8, 89
8, 90
8, 91
8, 92
8, 93
9, 94
95, 9
9, 96
9, 97
98, 9
10, 99
10, 100
10, 101
10, 102
10, 103
10, 104
10, 105
10, 106
10, 107
10, 108
10, 109
10, 110
10, 111
10, 112
10, 113
10, 114
10, 115
10, 116
10, 117
10, 118
119, 11
12, 120
12, 121
12, 122
12, 123
12, 124
12, 125
12, 126
12, 127
12, 128
12, 129
12, 130
12, 131
12, 132
12, 133
12, 134
12, 135
12, 136
12, 137
12, 138
12, 139
55, 13
13, 140
13, 141
13, 142
13, 143
13, 144
13, 145
13, 146
13, 147
13, 148
13, 149
13, 150
13, 151
13, 152
13, 153
13, 154
13, 155
13, 156
13, 157
13, 158
14, 159
14, 160
161, 14
15, 162
163, 15
16, 164
16, 165
17, 166
17, 167
17, 168
17, 169
17, 170
17, 171
17, 172
17, 173
17, 174
17, 175
18, 176
18, 177
95, 18
18, 178
18, 179
180, 18
181, 18
18, 182
18, 183
20, 184
20, 185
20, 186
20, 187
20, 188
20, 189
20, 190
20, 191
20, 192
20, 193
20, 194
20, 195
20, 196
20, 197
20, 198
20, 199
20, 200
20, 201
20, 202
20, 203
21, 204
21, 205
206, 21
21, 207
21, 208
21, 209
21, 210
21, 211
21, 212
21, 213
21, 214
21, 215
51, 21
21, 216
218, 217
217, 219
217, 220
217, 221
217, 222
217, 223
217, 224
217, 225
217, 226
217, 227
217, 228
217, 229
217, 230
217, 231
217, 232
217, 233
217, 234
217, 235
217, 217
218, 236
237, 218
218, 238
239, 218
218, 240
220, 218
218, 241
221, 218
218, 242
243, 218
218, 244
245, 218
218, 246
237, 219
219, 247
220, 219
220, 241
220, 237
248, 220
220, 240
249, 220
250, 220
221, 239
251, 222
222, 250
227, 252
227, 253
227, 254
227, 255
227, 256
227, 257
227, 258
227, 259
260, 227
261, 227
227, 262
263, 227
264, 227
265, 227
266, 227
267, 227
268, 227
269, 227
270, 227
271, 227
228, 252
228, 253
228, 254
228, 255
228, 256
228, 257
228, 258
228, 259
228, 262
260, 228
263, 228
261, 228
264, 228
265, 228
228, 272
267, 228
268, 228
269, 228
270, 228
271, 228
273, 233
274, 233
233, 275
233, 276
233, 277
233, 278
233, 279
233, 280
233, 281
233, 282
283, 233
233, 284
285, 233
233, 286
233, 287
287, 233
288, 233
233, 289
233, 290
233, 288
234, 252
234, 253
234, 254
234, 255
234, 256
234, 257
234, 258
234, 259
260, 234
261, 234
234, 262
263, 234
291, 234
264, 234
265, 234
267, 234
268, 234
269, 234
270, 234
271, 234
292, 293
292, 294
292, 295
292, 296
292, 297
292, 298
